orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
1747,2024-02-26,2024-02-26,Processing,661,745.62,Credit Card
1748,2024-06-24,2024-06-24,Cancelled,517,3308.21,Cash
1749,2024-05-07,2024-05-07,On Hold,195,7702.86,Bank Transfer
1750,2024-01-10,2024-01-10,On Hold,686,5026.51,Credit Card
1751,2024-05-01,2024-05-01,Shipped,252,5891.27,Bank Transfer
1752,2024-10-13,2024-10-13,On Hold,927,8211.49,Credit Card
1753,2024-08-07,2024-08-07,Shipped,668,8033.53,PayPal
1754,2024-07-30,2024-07-30,Cancelled,371,9233.85,Cash
1755,2024-06-19,2024-06-19,On Hold,857,883.13,Credit Card
1756,2024-11-06,2024-11-06,Shipped,791,7166.26,Cash
1757,2024-06-26,2024-06-26,Cancelled,277,794.43,Credit Card
1758,2024-11-20,2024-11-20,On Hold,246,1676.54,PayPal
1759,2024-10-26,2024-10-26,Processing,567,490.32,Bank Transfer
1760,2024-03-05,2024-03-05,Shipped,569,2759.93,PayPal
1761,2024-07-14,2024-07-14,Shipped,469,5496.11,Bank Transfer
1762,2024-05-04,2024-05-04,Shipped,424,2108.6,Cash
1763,2024-10-02,2024-10-02,Shipped,378,9856.62,PayPal
1764,2024-07-15,2024-07-15,Shipped,521,9198.0,Cash
1765,2024-06-30,2024-06-30,Shipped,998,5519.27,Bank Transfer
1766,2024-04-25,2024-04-25,On Hold,326,8998.44,Cash
1767,2024-06-13,2024-06-13,Shipped,592,9708.39,Bank Transfer
1768,2024-02-06,2024-02-06,Cancelled,513,5829.29,PayPal
1769,2024-10-27,2024-10-27,Cancelled,612,575.47,Cash
1770,2024-06-29,2024-06-29,Processing,439,4715.69,Cash
1771,2024-01-14,2024-01-14,Shipped,109,8467.63,PayPal
1772,2024-07-27,2024-07-27,Processing,419,9100.86,Cash
1773,2024-05-06,2024-05-06,Shipped,283,4189.18,Credit Card
1774,2024-04-11,2024-04-11,Shipped,472,482.18,PayPal
1775,2024-10-25,2024-10-25,Cancelled,431,3556.9,Credit Card
1776,2024-09-18,2024-09-18,Shipped,156,759.34,Credit Card
1777,2024-08-24,2024-08-24,Cancelled,381,3706.37,PayPal
1778,2024-06-30,2024-06-30,Cancelled,212,6498.38,Cash
1779,2024-09-10,2024-09-10,Processing,40,8396.58,Bank Transfer
1780,2024-11-25,2024-11-25,Processing,167,4382.99,PayPal
1781,2024-01-21,2024-01-21,Processing,875,222.5,Credit Card
1782,2024-03-31,2024-03-31,On Hold,461,2260.53,Bank Transfer
1783,2024-07-24,2024-07-24,On Hold,76,8205.56,PayPal
1784,2024-01-05,2024-01-05,Processing,168,7885.61,Credit Card
1785,2024-01-02,2024-01-02,Processing,842,4415.86,PayPal
1786,2024-07-12,2024-07-12,Shipped,951,497.61,PayPal
1787,2024-09-30,2024-09-30,Shipped,269,1942.05,PayPal
1788,2024-06-03,2024-06-03,On Hold,55,4182.24,PayPal
1789,2024-11-18,2024-11-18,Shipped,273,1420.28,Credit Card
1790,2024-04-10,2024-04-10,Cancelled,885,1070.33,PayPal
1791,2024-09-30,2024-09-30,On Hold,261,6241.41,PayPal
1792,2024-10-16,2024-10-16,Shipped,381,8185.75,Bank Transfer
1793,2024-02-09,2024-02-09,Shipped,459,3624.86,Cash
1794,2024-04-19,2024-04-19,Cancelled,583,9757.38,PayPal
1795,2024-07-04,2024-07-04,Cancelled,589,3881.93,Credit Card
1796,2024-10-01,2024-10-01,Cancelled,932,4772.56,PayPal
1797,2024-04-21,2024-04-21,On Hold,157,5550.02,Bank Transfer
1798,2024-09-11,2024-09-11,Shipped,737,8157.62,Cash
1799,2024-02-18,2024-02-18,Cancelled,92,5562.6,Credit Card
1800,2024-05-07,2024-05-07,Processing,181,2045.46,Cash
1801,2024-02-17,2024-02-17,Processing,260,4580.01,PayPal
1802,2024-07-31,2024-07-31,Cancelled,635,7770.91,PayPal
1803,2024-05-08,2024-05-08,Shipped,224,1171.64,PayPal
1804,2024-09-03,2024-09-03,Shipped,971,2317.34,Credit Card
1805,2024-11-23,2024-11-23,On Hold,599,4226.27,Cash
1806,2024-01-04,2024-01-04,On Hold,195,3463.81,Credit Card
1807,2024-05-03,2024-05-03,Shipped,139,7422.07,Cash
1808,2024-05-07,2024-05-07,Cancelled,771,9991.02,Cash
1809,2024-07-10,2024-07-10,Processing,783,5212.44,Bank Transfer
1810,2024-01-05,2024-01-05,Cancelled,803,3927.37,Cash
1811,2024-09-27,2024-09-27,Processing,325,967.08,PayPal
1812,2024-09-08,2024-09-08,Shipped,187,338.45,Bank Transfer
1813,2024-03-22,2024-03-22,Cancelled,517,6114.11,Bank Transfer
1814,2024-04-04,2024-04-04,Cancelled,777,8338.32,Cash
1815,2024-07-10,2024-07-10,Shipped,528,6284.89,Credit Card
1816,2024-01-26,2024-01-26,Shipped,509,3706.04,Credit Card
1817,2024-02-17,2024-02-17,Cancelled,569,7037.43,Credit Card
1818,2024-06-03,2024-06-03,Processing,281,2679.17,Cash
1819,2024-08-09,2024-08-09,Cancelled,535,9073.12,Credit Card
1820,2024-07-02,2024-07-02,On Hold,996,3615.61,Credit Card
1821,2024-01-18,2024-01-18,Processing,848,6092.32,Bank Transfer
1822,2024-09-27,2024-09-27,Shipped,836,3343.32,PayPal
1823,2024-05-03,2024-05-03,Shipped,429,9050.81,Credit Card
1824,2024-10-18,2024-10-18,On Hold,801,756.42,Bank Transfer
1825,2024-06-02,2024-06-02,Shipped,537,6579.57,PayPal
1826,2024-02-12,2024-02-12,Cancelled,389,3435.17,Cash
1827,2024-03-09,2024-03-09,Shipped,666,8126.07,Credit Card
1828,2024-09-03,2024-09-03,Cancelled,172,3829.44,Cash
1829,2024-03-10,2024-03-10,Shipped,265,3231.76,Cash
1830,2024-05-04,2024-05-04,On Hold,106,4231.22,PayPal
1831,2024-01-06,2024-01-06,Shipped,277,6820.68,Credit Card
1832,2024-04-19,2024-04-19,Cancelled,316,3044.26,Bank Transfer
1833,2024-01-21,2024-01-21,Shipped,421,5762.66,Cash
1834,2024-08-20,2024-08-20,Cancelled,402,4396.88,Credit Card
1835,2024-01-19,2024-01-19,Shipped,609,978.08,Credit Card
1836,2024-09-29,2024-09-29,Shipped,570,4647.72,Cash
1837,2024-02-10,2024-02-10,Processing,575,1092.37,PayPal
1838,2024-05-19,2024-05-19,Shipped,509,6190.55,Bank Transfer
1839,2024-06-07,2024-06-07,On Hold,235,8769.93,Bank Transfer
1840,2024-08-30,2024-08-30,Cancelled,476,8932.92,Bank Transfer
1841,2024-05-21,2024-05-21,Shipped,753,2161.12,Bank Transfer
1842,2024-03-25,2024-03-25,On Hold,883,2200.24,Cash
1843,2024-06-20,2024-06-20,Processing,563,8489.34,Bank Transfer
1844,2024-06-28,2024-06-28,Cancelled,675,7106.02,Credit Card
1845,2024-02-24,2024-02-24,Cancelled,614,4156.74,Bank Transfer
1846,2024-01-12,2024-01-12,Cancelled,589,1979.32,Bank Transfer
1847,2024-10-03,2024-10-03,Shipped,196,8025.73,Cash
1848,2024-03-15,2024-03-15,On Hold,433,985.54,Credit Card
1849,2024-07-21,2024-07-21,On Hold,961,7387.9,Credit Card
1850,2024-02-21,2024-02-21,On Hold,380,4764.49,Bank Transfer
1851,2024-11-11,2024-11-11,Shipped,995,6880.91,PayPal
1852,2024-10-28,2024-10-28,On Hold,958,767.55,Cash
1853,2024-04-19,2024-04-19,Shipped,208,5569.16,PayPal
1854,2024-06-01,2024-06-01,On Hold,352,5581.66,Cash
1855,2024-01-18,2024-01-18,Cancelled,39,1259.16,Credit Card
1856,2024-10-26,2024-10-26,Shipped,988,3057.48,Credit Card
1857,2024-07-23,2024-07-23,On Hold,291,5427.66,Cash
1858,2024-05-04,2024-05-04,On Hold,464,9572.32,Credit Card
1859,2024-08-25,2024-08-25,On Hold,860,1725.75,PayPal
1860,2024-08-31,2024-08-31,On Hold,786,1771.15,Credit Card
1861,2024-09-08,2024-09-08,Shipped,488,8149.91,Bank Transfer
1862,2024-09-11,2024-09-11,On Hold,899,1016.93,Cash
1863,2024-04-14,2024-04-14,Cancelled,925,4463.52,Cash
1864,2024-09-09,2024-09-09,On Hold,656,6120.16,Bank Transfer
1865,2024-10-31,2024-10-31,Processing,576,8534.61,PayPal
1866,2024-02-27,2024-02-27,On Hold,381,5747.74,Credit Card
1867,2024-02-02,2024-02-02,Shipped,139,8311.88,Credit Card
1868,2024-07-28,2024-07-28,Shipped,593,5096.37,Cash
1869,2024-06-13,2024-06-13,On Hold,46,3795.9,Cash
1870,2024-04-16,2024-04-16,On Hold,18,2832.78,PayPal
1871,2024-11-09,2024-11-09,Cancelled,931,5770.0,Cash
1872,2024-11-26,2024-11-26,Shipped,366,8418.33,Credit Card
1873,2024-06-08,2024-06-08,Shipped,872,2345.43,PayPal
1874,2024-01-03,2024-01-03,Processing,326,8203.29,PayPal
1875,2024-05-31,2024-05-31,Shipped,144,6400.48,Credit Card
1876,2024-11-14,2024-11-14,Cancelled,334,9559.88,Cash
1877,2024-01-08,2024-01-08,On Hold,779,8320.78,Bank Transfer
1878,2024-10-04,2024-10-04,On Hold,367,8790.58,Cash
1879,2024-04-27,2024-04-27,Cancelled,181,4239.83,PayPal
1880,2024-11-07,2024-11-07,Cancelled,886,1402.28,Credit Card
1881,2024-02-14,2024-02-14,Cancelled,16,9098.66,Cash
1882,2024-02-12,2024-02-12,On Hold,374,7048.54,Cash
1883,2024-06-08,2024-06-08,Processing,963,5029.46,Bank Transfer
1884,2024-05-24,2024-05-24,Shipped,617,2649.45,Credit Card
1885,2024-08-30,2024-08-30,Processing,455,9296.17,Credit Card
1886,2024-08-15,2024-08-15,Processing,643,1542.81,Cash
1887,2024-09-12,2024-09-12,Cancelled,594,6551.24,Credit Card
1888,2024-02-13,2024-02-13,Shipped,168,4101.89,Cash
1889,2024-01-24,2024-01-24,Cancelled,891,3602.35,PayPal
1890,2024-11-26,2024-11-26,Cancelled,965,5407.07,PayPal
1891,2024-05-03,2024-05-03,On Hold,753,4202.92,PayPal
1892,2024-06-20,2024-06-20,On Hold,753,2022.82,Cash
1893,2024-05-29,2024-05-29,Processing,349,9041.15,PayPal
1894,2024-04-15,2024-04-15,Cancelled,628,1015.28,Bank Transfer
1895,2024-08-23,2024-08-23,On Hold,183,277.3,PayPal
1896,2024-08-17,2024-08-17,Shipped,481,8010.87,Cash
1897,2024-05-12,2024-05-12,On Hold,682,2985.39,Bank Transfer
1898,2024-05-11,2024-05-11,Shipped,596,2456.99,Credit Card
1899,2024-10-28,2024-10-28,Processing,653,4067.89,Cash
1900,2024-10-30,2024-10-30,Processing,509,2095.43,Credit Card
1901,2024-02-15,2024-02-15,Cancelled,403,6569.9,Bank Transfer
1902,2024-09-14,2024-09-14,On Hold,555,9564.66,PayPal
1903,2024-06-24,2024-06-24,Cancelled,539,6094.74,Credit Card
1904,2024-04-30,2024-04-30,Cancelled,904,7376.81,Bank Transfer
1905,2024-02-13,2024-02-13,Cancelled,155,4542.29,Cash
1906,2024-08-14,2024-08-14,Shipped,585,344.7,Credit Card
1907,2024-04-06,2024-04-06,On Hold,796,749.33,PayPal
1908,2024-11-13,2024-11-13,Cancelled,463,4198.37,Cash
1909,2024-06-23,2024-06-23,Processing,975,6193.14,PayPal
1910,2024-07-26,2024-07-26,Shipped,243,9697.88,Cash
1911,2024-09-28,2024-09-28,Shipped,949,9610.35,Credit Card
1912,2024-10-05,2024-10-05,Shipped,970,7437.88,Bank Transfer
1913,2024-06-22,2024-06-22,Processing,157,8344.53,Cash
1914,2024-01-10,2024-01-10,On Hold,571,3284.24,Cash
1915,2024-10-07,2024-10-07,Processing,365,9108.04,Cash
1916,2024-11-18,2024-11-18,Cancelled,411,9000.13,Credit Card
1917,2024-03-12,2024-03-12,Cancelled,172,9811.91,Cash
1918,2024-08-23,2024-08-23,On Hold,323,7945.27,Cash
1919,2024-11-10,2024-11-10,Shipped,316,2940.56,Credit Card
1920,2024-05-02,2024-05-02,Processing,982,441.8,PayPal
1921,2024-06-30,2024-06-30,Processing,750,7980.61,Credit Card
1922,2024-11-08,2024-11-08,On Hold,126,1307.09,PayPal
1923,2024-11-09,2024-11-09,Processing,328,7570.37,Credit Card
1924,2024-08-30,2024-08-30,Processing,760,856.26,PayPal
1925,2024-04-03,2024-04-03,Processing,556,2852.64,Credit Card
1926,2024-09-06,2024-09-06,Cancelled,168,3383.16,Cash
1927,2024-06-26,2024-06-26,Cancelled,53,5819.57,PayPal
1928,2024-06-23,2024-06-23,On Hold,60,7859.57,Bank Transfer
1929,2024-05-12,2024-05-12,Shipped,43,7791.3,PayPal
1930,2024-06-27,2024-06-27,Processing,142,9157.43,Credit Card
1931,2024-11-25,2024-11-25,Cancelled,913,8150.33,Credit Card
1932,2024-09-19,2024-09-19,On Hold,136,6735.78,Cash
1933,2024-06-25,2024-06-25,Cancelled,881,5835.11,Cash
1934,2024-11-22,2024-11-22,Processing,215,3543.79,Bank Transfer
1935,2024-03-23,2024-03-23,Processing,162,5512.41,PayPal
1936,2024-11-26,2024-11-26,Cancelled,233,8062.05,Bank Transfer
1937,2024-02-08,2024-02-08,Cancelled,525,9790.94,Credit Card
1938,2024-11-16,2024-11-16,Shipped,199,9451.52,Bank Transfer
1939,2024-01-09,2024-01-09,Cancelled,665,3786.42,Bank Transfer
1940,2024-08-03,2024-08-03,On Hold,511,7412.15,Credit Card
1941,2024-03-01,2024-03-01,Processing,531,6791.82,Cash
1942,2024-02-13,2024-02-13,Cancelled,690,6673.57,Bank Transfer
1943,2024-07-23,2024-07-23,Shipped,392,7447.81,Credit Card
1944,2024-05-07,2024-05-07,Shipped,73,3319.98,Credit Card
1945,2024-09-04,2024-09-04,Shipped,46,8973.48,PayPal
1946,2024-02-09,2024-02-09,Processing,83,1956.34,Bank Transfer
1947,2024-03-20,2024-03-20,On Hold,932,4526.08,Bank Transfer
1948,2024-10-16,2024-10-16,Shipped,689,327.81,Credit Card
1949,2024-09-02,2024-09-02,Cancelled,405,5996.3,Bank Transfer
1950,2024-09-11,2024-09-11,Cancelled,715,5523.74,Credit Card
1951,2024-08-30,2024-08-30,On Hold,436,7436.0,Cash
1952,2024-08-30,2024-08-30,Cancelled,97,4315.53,Cash
1953,2024-01-01,2024-01-01,Cancelled,576,2129.3,PayPal
1954,2024-05-10,2024-05-10,Shipped,17,3393.22,Credit Card
1955,2024-06-25,2024-06-25,Processing,500,8076.63,PayPal
1956,2024-05-21,2024-05-21,Shipped,146,1919.27,Credit Card
1957,2024-02-16,2024-02-16,Cancelled,324,9105.91,PayPal
1958,2024-08-15,2024-08-15,Cancelled,321,6537.11,Credit Card
1959,2024-03-31,2024-03-31,On Hold,985,7567.5,Credit Card
1960,2024-04-11,2024-04-11,Shipped,978,693.79,Credit Card
1961,2024-09-20,2024-09-20,Cancelled,548,5632.4,Cash
1962,2024-08-24,2024-08-24,On Hold,104,602.47,Cash
1963,2024-01-28,2024-01-28,Processing,745,538.99,Credit Card
1964,2024-04-28,2024-04-28,On Hold,708,799.66,PayPal
1965,2024-03-23,2024-03-23,Processing,594,8818.57,Bank Transfer
1966,2024-10-23,2024-10-23,Cancelled,537,2941.06,Cash
1967,2024-09-08,2024-09-08,Shipped,681,4780.91,Credit Card
1968,2024-09-24,2024-09-24,Shipped,500,5957.82,PayPal
1969,2024-07-04,2024-07-04,Cancelled,690,1600.31,Bank Transfer
1970,2024-04-26,2024-04-26,On Hold,512,9612.27,Credit Card
1971,2024-09-05,2024-09-05,Shipped,56,1155.08,Bank Transfer
1972,2024-04-17,2024-04-17,Cancelled,59,8660.41,Bank Transfer
1973,2024-08-06,2024-08-06,Cancelled,570,3781.73,Credit Card
1974,2024-07-08,2024-07-08,On Hold,888,6897.44,Credit Card
1975,2024-06-03,2024-06-03,Processing,943,8634.97,Credit Card
1976,2024-07-08,2024-07-08,Shipped,888,2456.76,Bank Transfer
1977,2024-10-05,2024-10-05,Cancelled,525,5256.15,Credit Card
1978,2024-01-29,2024-01-29,Processing,450,1464.35,PayPal
1979,2024-06-27,2024-06-27,On Hold,625,9296.4,Cash
1980,2024-04-16,2024-04-16,On Hold,154,1242.66,PayPal
1981,2024-07-08,2024-07-08,Cancelled,943,2321.78,Bank Transfer
1982,2024-02-23,2024-02-23,Shipped,786,6827.56,Cash
1983,2024-10-04,2024-10-04,Cancelled,366,8661.14,Cash
1984,2024-04-05,2024-04-05,Cancelled,404,9236.97,Bank Transfer
1985,2024-06-13,2024-06-13,Processing,209,3802.01,Cash
1986,2024-01-15,2024-01-15,Cancelled,828,1602.97,Credit Card
1987,2024-07-27,2024-07-27,Shipped,422,1294.88,Credit Card
1988,2024-06-27,2024-06-27,On Hold,401,8794.74,Bank Transfer
1989,2024-08-03,2024-08-03,Processing,292,6497.87,Credit Card
1990,2024-09-12,2024-09-12,Cancelled,73,9491.39,Credit Card
1991,2024-08-23,2024-08-23,Shipped,373,1507.06,Bank Transfer
1992,2024-04-13,2024-04-13,Shipped,958,1507.06,PayPal
1993,2024-09-09,2024-09-09,On Hold,616,9471.72,Bank Transfer
1994,2024-03-01,2024-03-01,Cancelled,111,2952.53,Cash
1995,2024-01-18,2024-01-18,Shipped,548,9048.69,PayPal
1996,2024-07-09,2024-07-09,On Hold,983,9666.65,Credit Card
1997,2024-07-14,2024-07-14,Shipped,576,7866.39,Credit Card
1998,2024-05-25,2024-05-25,Processing,736,4494.69,Credit Card
1999,2024-06-28,2024-06-28,Processing,467,9451.88,Credit Card
2000,2024-05-31,2024-05-31,Processing,722,1993.28,Bank Transfer
2001,2024-08-07,2024-08-07,Processing,910,3926.54,PayPal
2002,2024-10-05,2024-10-05,Cancelled,619,4138.97,PayPal
2003,2024-05-06,2024-05-06,Processing,547,3399.27,PayPal
2004,2024-05-26,2024-05-26,Cancelled,203,4728.17,Bank Transfer
2005,2024-07-15,2024-07-15,On Hold,691,9106.85,Credit Card
2006,2024-07-20,2024-07-20,Cancelled,23,3768.32,Cash
2007,2024-06-11,2024-06-11,Shipped,49,4591.93,Bank Transfer
2008,2024-03-24,2024-03-24,Shipped,798,221.23,Bank Transfer
2009,2024-06-14,2024-06-14,On Hold,606,2474.62,Cash
2010,2024-06-12,2024-06-12,Cancelled,485,5911.91,Bank Transfer
2011,2024-10-18,2024-10-18,Cancelled,173,3470.05,Bank Transfer
2012,2024-09-03,2024-09-03,On Hold,572,9821.93,Bank Transfer
2013,2024-10-27,2024-10-27,Cancelled,751,7397.42,Cash
2014,2024-05-01,2024-05-01,Shipped,381,3193.88,Cash
2015,2024-04-27,2024-04-27,Processing,281,3714.64,Credit Card
2016,2024-06-19,2024-06-19,Shipped,864,3425.08,PayPal
2017,2024-02-07,2024-02-07,Processing,920,9138.8,PayPal
2018,2024-05-22,2024-05-22,Processing,743,8677.9,Cash
2019,2024-01-19,2024-01-19,Cancelled,409,3130.41,Bank Transfer
2020,2024-05-19,2024-05-19,Processing,918,5951.82,PayPal
2021,2024-01-06,2024-01-06,Processing,30,1071.46,PayPal
2022,2024-05-01,2024-05-01,Cancelled,615,6213.78,Cash
2023,2024-04-30,2024-04-30,On Hold,305,4930.74,Cash
2024,2024-10-07,2024-10-07,Cancelled,238,2246.05,Bank Transfer
2025,2024-02-07,2024-02-07,Cancelled,622,8108.4,PayPal
2026,2024-07-10,2024-07-10,Shipped,830,7966.77,PayPal
2027,2024-09-08,2024-09-08,Shipped,961,8329.95,Bank Transfer
2028,2024-06-04,2024-06-04,Processing,432,8991.68,Credit Card
2029,2024-03-06,2024-03-06,Processing,975,4368.75,Cash
2030,2024-03-21,2024-03-21,Shipped,617,5594.25,Cash
2031,2024-06-09,2024-06-09,Cancelled,193,8182.91,Credit Card
2032,2024-11-03,2024-11-03,Processing,490,3080.4,Bank Transfer
2033,2024-10-22,2024-10-22,On Hold,793,4852.47,Bank Transfer
2034,2024-09-17,2024-09-17,Cancelled,694,6811.05,Cash
2035,2024-02-02,2024-02-02,Shipped,419,3736.31,PayPal
2036,2024-06-18,2024-06-18,Shipped,827,3194.06,PayPal
2037,2024-07-05,2024-07-05,On Hold,530,1559.12,PayPal
2038,2024-01-24,2024-01-24,Cancelled,365,5392.42,PayPal
2039,2024-10-27,2024-10-27,Processing,272,4997.58,Cash
2040,2024-04-11,2024-04-11,Cancelled,875,7041.77,PayPal
2041,2024-05-25,2024-05-25,Cancelled,348,4938.79,Bank Transfer
2042,2024-08-02,2024-08-02,Cancelled,92,9180.64,Cash
2043,2024-08-29,2024-08-29,Processing,302,8897.06,Cash
2044,2024-08-04,2024-08-04,Shipped,715,739.93,Cash
2045,2024-01-11,2024-01-11,Cancelled,708,6971.04,PayPal
2046,2024-05-13,2024-05-13,Cancelled,15,4145.45,Credit Card
2047,2024-07-03,2024-07-03,Shipped,45,5142.14,Bank Transfer
2048,2024-01-26,2024-01-26,On Hold,960,6955.86,Bank Transfer
2049,2024-04-20,2024-04-20,Cancelled,645,5253.46,Credit Card
2050,2024-01-13,2024-01-13,Processing,92,4356.16,Cash
2051,2024-04-25,2024-04-25,Shipped,480,5315.08,PayPal
2052,2024-06-21,2024-06-21,On Hold,82,5891.1,PayPal
2053,2024-08-04,2024-08-04,On Hold,909,6885.1,PayPal
2054,2024-10-14,2024-10-14,Shipped,422,6415.13,PayPal
2055,2024-02-20,2024-02-20,Shipped,103,1975.16,Cash
2056,2024-07-06,2024-07-06,Processing,40,5371.22,Bank Transfer
2057,2024-08-03,2024-08-03,Cancelled,576,6463.12,Cash
2058,2024-07-10,2024-07-10,Shipped,465,7303.62,Credit Card
2059,2024-11-20,2024-11-20,Shipped,620,2872.58,PayPal
2060,2024-10-21,2024-10-21,Cancelled,63,9035.19,Cash
2061,2024-01-26,2024-01-26,Processing,51,4448.24,Cash
2062,2024-05-17,2024-05-17,Cancelled,396,3407.97,Bank Transfer
2063,2024-05-17,2024-05-17,Processing,472,6853.09,PayPal
2064,2024-10-14,2024-10-14,Shipped,788,8672.45,Credit Card
2065,2024-09-04,2024-09-04,Shipped,814,4761.98,PayPal
2066,2024-11-22,2024-11-22,Cancelled,727,5485.45,PayPal
2067,2024-09-08,2024-09-08,Shipped,341,8377.8,Credit Card
2068,2024-03-30,2024-03-30,Shipped,22,5378.2,PayPal
2069,2024-01-24,2024-01-24,Processing,832,9420.9,Bank Transfer
2070,2024-10-26,2024-10-26,Processing,936,9340.14,Bank Transfer
2071,2024-10-12,2024-10-12,On Hold,710,2456.47,PayPal
2072,2024-03-13,2024-03-13,Cancelled,628,5718.0,PayPal
2073,2024-09-26,2024-09-26,On Hold,310,1028.53,Cash
2074,2024-05-15,2024-05-15,Cancelled,448,1034.77,Credit Card
2075,2024-05-31,2024-05-31,Processing,865,6757.21,PayPal
2076,2024-06-12,2024-06-12,Cancelled,79,9701.08,Bank Transfer
2077,2024-08-04,2024-08-04,On Hold,927,9697.92,PayPal
2078,2024-03-09,2024-03-09,On Hold,482,9828.2,Bank Transfer
2079,2024-06-10,2024-06-10,Processing,603,7091.38,Cash
2080,2024-07-17,2024-07-17,Cancelled,440,9766.45,Bank Transfer
2081,2024-04-09,2024-04-09,Cancelled,85,5344.56,PayPal
2082,2024-01-09,2024-01-09,Processing,520,6880.73,Cash
2083,2024-01-12,2024-01-12,Processing,269,5743.45,Credit Card
2084,2024-07-02,2024-07-02,Cancelled,569,2224.5,Bank Transfer
2085,2024-06-02,2024-06-02,On Hold,127,4727.8,Cash
2086,2024-11-24,2024-11-24,Cancelled,834,4737.34,Cash
2087,2024-02-10,2024-02-10,Shipped,507,4960.3,PayPal
2088,2024-07-19,2024-07-19,On Hold,732,4942.16,Credit Card
2089,2024-01-26,2024-01-26,Processing,394,5607.09,PayPal
2090,2024-07-02,2024-07-02,Shipped,905,8142.28,Credit Card
2091,2024-08-06,2024-08-06,On Hold,827,2737.69,Credit Card
2092,2024-03-20,2024-03-20,Shipped,281,146.02,Cash
2093,2024-04-23,2024-04-23,On Hold,797,8374.49,Bank Transfer
2094,2024-11-09,2024-11-09,On Hold,27,7621.36,Cash
2095,2024-07-14,2024-07-14,Cancelled,959,1107.38,Cash
2096,2024-03-15,2024-03-15,Cancelled,368,2168.03,PayPal
2097,2024-04-21,2024-04-21,Shipped,895,584.74,Credit Card
2098,2024-02-19,2024-02-19,On Hold,548,9500.83,PayPal
2099,2024-05-21,2024-05-21,Shipped,638,7045.25,Cash
2100,2024-06-21,2024-06-21,On Hold,225,9258.16,PayPal
2101,2024-07-14,2024-07-14,Processing,877,3035.04,Credit Card
2102,2024-07-19,2024-07-19,Shipped,523,6787.61,Credit Card
2103,2024-05-19,2024-05-19,Cancelled,184,6199.98,Credit Card
2104,2024-02-06,2024-02-06,Shipped,607,2270.8,Cash
2105,2024-06-24,2024-06-24,Processing,882,2694.46,Cash
2106,2024-01-30,2024-01-30,On Hold,859,5331.3,Credit Card
2107,2024-06-17,2024-06-17,Cancelled,687,2860.52,Bank Transfer
2108,2024-06-02,2024-06-02,Cancelled,221,158.36,Credit Card
2109,2024-04-06,2024-04-06,Processing,846,5833.5,Bank Transfer
2110,2024-03-10,2024-03-10,Shipped,297,535.15,Bank Transfer
2111,2024-07-30,2024-07-30,Shipped,883,3528.87,Cash
2112,2024-05-09,2024-05-09,Processing,632,3049.77,Cash
2113,2024-09-12,2024-09-12,On Hold,766,1062.04,Cash
2114,2024-01-20,2024-01-20,On Hold,91,6887.61,Credit Card
2115,2024-08-27,2024-08-27,Cancelled,416,4829.07,Credit Card
2116,2024-03-04,2024-03-04,On Hold,883,5056.24,Bank Transfer
